lead_id,source,status,time_to_first_interaction,interactions_7d,time_to_conversion,response_rate,sentiment_avg,industry,company_size,converted
61,referral,lead,8.612391544339625,1,,0.20636937130196562,3.55,healthcare,2,0
62,referral,prospect,8.07728433203184,0,,0.18626162507282867,4.26,healthcare,4,0
63,organic,customer,5.300770189919911,2,14.674737584120885,0.2692615122421425,3.04,education,3,1
64,manual,lead,0.6811267368730836,1,,0.27705453281780307,3.55,retail,1,0
65,manual,lead,0.13094451754504977,3,,0.3513060098963538,1.73,tech,8,0
66,manual,lead,3.551214142283596,1,,0.11923167065213759,3.34,retail,6,0
67,manual,customer,0.3011164928283852,1,1.78715198965518,0.36884852544610003,4.37,tech,2,1
68,meta_ads,lead,3.3921653256961393,1,,0.1487381360543301,2.66,other,1,0
69,referral,customer,4.596679699101167,1,23.694956087096266,0.1259023703209695,2.63,tech,5,1
70,organic,lead,1.9355510151257047,3,,0.15204615864849627,2.64,education,3,0
71,manual,lead,2.8748274317195577,3,,0.5110780177325166,4.46,healthcare,4,0
72,referral,prospect,2.368003418175234,1,,0.6469429480208205,5.0,tech,9,0
73,manual,customer,0.33293910025700135,2,0.18276180406497233,0.46120209263068296,3.75,education,3,1
74,meta_ads,lead,1.1037490078456422,4,,0.04449414366737325,4.02,education,1,0
75,meta_ads,churned,0.8165297726014823,1,,0.2584988688589334,2.21,healthcare,5,0
76,organic,prospect,1.2037555469846788,1,,0.0955495534553982,2.18,retail,8,0
77,organic,customer,0.9000691660794565,2,10.89268197035989,0.09546755453795189,3.56,tech,5,1
78,organic,lead,0.4712056765005264,1,,0.7425445627543734,4.89,retail,2,0
79,referral,churned,1.0241964025498427,1,,0.02239495001733855,2.72,retail,2,0
80,referral,prospect,0.05142829746529406,0,,0.28538578892011157,4.22,other,1,0
81,manual,lead,0.21987211720274563,1,,0.13049057413559162,3.27,finance,4,0
82,organic,churned,3.871672674907859,2,,0.24622940796705625,1.83,education,7,0
83,meta_ads,customer,3.4013918060389567,1,4.7753980810853776,0.4416579437282198,2.09,tech,3,1
84,meta_ads,prospect,1.1458507901822241,2,,0.4149333511438054,5.0,education,1,0
85,organic,lead,0.3001488376614311,3,,0.34552495276305834,2.52,education,3,0
86,meta_ads,customer,2.107777267972054,1,0.11056729631697196,0.22078097776764183,1.66,tech,3,1
87,meta_ads,prospect,0.09620932858395444,0,,0.08964216616127382,2.74,healthcare,2,0
88,manual,lead,0.681304383908292,2,,0.1904597231543024,4.2,education,1,0
89,organic,prospect,1.8081213037461945,0,,0.6312213178472728,3.47,tech,4,0
90,meta_ads,prospect,1.1412479982577146,1,,0.6572787836516852,4.43,education,2,0
91,referral,churned,0.19210146921330645,1,,0.20388080864478686,3.88,healthcare,5,0
92,referral,lead,2.1504754303408053,2,,0.31367436208052146,3.71,retail,3,0
93,organic,prospect,4.94173052825106,0,,0.07847640863395768,3.46,finance,6,0
94,manual,lead,3.7228545465981577,2,,0.4169843039413512,3.19,tech,4,0
95,meta_ads,prospect,0.8306520261371341,1,,0.5828492903215645,4.37,education,3,0
96,meta_ads,lead,0.530431285931699,0,,0.243917511143926,3.55,healthcare,10,0
97,referral,lead,0.8637572336965674,2,,0.36999813069083026,1.82,finance,5,0
98,meta_ads,customer,0.5456582401191886,0,4.379193315941165,0.08783565839296884,2.73,finance,1,1
99,referral,lead,8.799955958224604,1,,0.09106540480228982,3.33,education,7,0
100,referral,prospect,5.791123206241664,2,,0.09572996679012921,5.0,other,1,0
101,meta_ads,prospect,0.38845154004673454,0,,0.41958907216723595,3.13,education,5,0
102,referral,churned,2.381590804842675,0,,0.1459186499802835,2.8,tech,3,0
103,organic,lead,1.7354116910589348,0,,0.17033948364468993,4.04,tech,3,0
104,organic,lead,0.18200979350470162,1,,0.43188494093632196,5.0,education,1,0
105,organic,customer,2.299340255194498,0,19.051986230442047,0.0870069347712954,2.37,healthcare,1,1
106,referral,prospect,4.217822870880717,6,,0.2745194498152759,3.13,finance,5,0
107,meta_ads,lead,0.35051686945912636,3,,0.13659390534852053,3.55,retail,1,0
108,referral,lead,2.010275055883101,2,,0.18302644004656152,4.11,finance,1,0
109,organic,prospect,5.536507853677537,1,,0.32837540816033733,3.67,finance,2,0
110,organic,customer,1.9399923809496695,0,20.521128448769126,0.1588387717025613,5.0,education,4,1
111,manual,prospect,1.180829974791417,2,,0.21788117118661038,3.0,tech,1,0
112,meta_ads,churned,0.1719461138047574,2,,0.37337115119161546,1.97,other,10,0
113,organic,prospect,1.0530091516908464,1,,0.16054312383018657,3.27,finance,6,0
114,organic,prospect,1.2819062294056274,1,,0.2729793046210924,4.14,tech,1,0
115,referral,lead,0.06613382669997142,3,,0.4223260762034517,2.74,tech,1,0
116,referral,lead,1.352952026818662,0,,0.053772034399627494,3.22,healthcare,1,0
117,meta_ads,lead,0.9967849941714344,2,,0.22849134700698326,3.98,education,2,0
118,manual,churned,0.22170710161909227,2,,0.6055182501640242,2.62,other,2,0
119,organic,churned,0.0675336914110481,0,,0.2516730269471011,2.44,healthcare,5,0
120,organic,churned,0.4466627485156944,0,,0.39437297339608324,5.0,healthcare,7,0
121,manual,lead,2.5041349457440525,2,,0.306400916993432,4.45,other,2,0
122,referral,customer,2.0632780034401774,2,0.6225003131901508,0.20598588339659363,4.02,retail,4,1
123,organic,lead,1.3790902174468676,2,,0.17826896225559602,3.62,other,4,0
124,meta_ads,lead,0.14987474366858658,0,,0.4151180170619966,3.02,tech,2,0
125,manual,lead,0.9273713010945941,1,,0.6943876309535432,5.0,retail,3,0
126,referral,lead,4.133812682535534,2,,0.36636506600448154,4.88,healthcare,1,0
127,organic,lead,2.5163298182542198,1,,0.38479595168504765,4.67,healthcare,7,0
128,manual,lead,1.1786746511199115,1,,0.09648555828316811,4.31,tech,2,0
129,referral,lead,2.96978338141433,0,,0.20257279656800548,3.23,education,1,0
130,manual,prospect,1.466996690859163,2,,0.5400435969214911,4.35,education,2,0
131,referral,churned,3.7179849813523003,3,,0.4567828105565552,3.46,tech,9,0
132,referral,lead,0.08027683281876447,0,,0.3840811292272226,4.42,finance,2,0
133,meta_ads,lead,1.4496721373955421,2,,0.2233708306882211,2.46,retail,4,0
134,referral,customer,7.007260780458419,0,11.165790839045362,0.4454582488029295,3.47,finance,3,1
135,manual,prospect,4.0636658187358226,1,,0.43748365008660167,4.69,education,4,0
136,meta_ads,lead,1.0013031297917176,1,,0.4456539357188142,4.06,education,2,0
137,organic,lead,0.7921184495820129,4,,0.30546718437913645,2.47,other,2,0
138,manual,lead,0.9128691252583723,2,,0.0814538960915994,3.67,education,4,0
139,organic,lead,1.9324874602968365,1,,0.4585616130102543,5.0,tech,2,0
140,referral,prospect,0.9567027297976104,2,,0.41019293380539773,4.26,other,1,0
141,meta_ads,customer,5.235538332447438,0,27.24728923000118,0.3092305884254028,2.55,finance,2,1
142,referral,prospect,0.7342875743225572,2,,0.40672235703227994,3.37,finance,4,0
143,manual,prospect,0.4004131229672945,2,,0.14914311787937584,3.42,education,1,0
144,organic,lead,2.0056119671487047,4,,0.5009887892358241,3.22,other,1,0
145,manual,prospect,3.0330385915848974,2,,0.3528491869959697,2.72,healthcare,3,0
146,referral,prospect,0.36787982984631584,2,,0.2940024136974748,4.96,tech,3,0
147,referral,lead,8.810266326762653,0,,0.12005163698648764,1.59,retail,4,0
148,referral,prospect,9.47877361572874,0,,0.36683433051323155,2.4,retail,2,0
149,organic,prospect,0.14390272146325966,1,,0.14871753755272657,1.94,other,4,0
150,organic,prospect,1.5226712651494634,1,,0.21041933340068442,3.6,finance,10,0
151,referral,lead,0.38547832588140707,1,,0.17397308091738592,2.6,healthcare,2,0
152,referral,lead,2.186722545752177,2,,0.14184427607987107,3.64,healthcare,3,0
153,organic,lead,0.1866979590860436,1,,0.2847623957206698,2.43,healthcare,2,0
154,manual,prospect,0.18344728114475525,2,,0.0645160592043642,2.37,tech,8,0
155,manual,prospect,1.374185025841579,2,,0.13162985128090457,4.07,other,2,0
156,organic,customer,0.16876265840149893,1,11.87283150977474,0.34953064387716093,3.67,retail,1,1
157,manual,lead,3.961213086672902,3,,0.4150593479779625,2.89,healthcare,1,0
158,meta_ads,customer,0.2904360646571272,3,3.736992283307041,0.32997473872452576,3.36,tech,1,1
159,manual,lead,1.9330005690115275,1,,0.1696885774771517,2.94,other,1,0
160,manual,lead,0.7227294118822196,0,,0.20207706476925025,2.77,healthcare,6,0
161,meta_ads,prospect,1.9101641532397473,1,,0.009331662413664895,2.13,retail,2,0
162,referral,churned,1.069313869240268,3,,0.2646356526447804,3.48,retail,5,0
163,manual,customer,0.29493543466777855,1,0.1219483024877762,0.12952811832274264,2.31,education,2,1
164,manual,customer,2.6739197560495818,1,5.016615401585782,0.2332775978197787,3.71,other,5,1
165,manual,prospect,0.7578612512081025,2,,0.18278005313467782,3.78,healthcare,3,0
166,referral,customer,0.1379544015638108,1,13.37251919142745,0.41127266938180707,3.59,education,4,1
167,manual,prospect,0.14962885926925268,0,,0.09328452365912893,4.18,finance,1,0
168,manual,lead,0.3825857629100438,0,,0.5351068081746406,4.38,finance,1,0
169,organic,lead,6.875310005674686,2,,0.12350886549455443,4.14,finance,3,0
170,meta_ads,lead,0.08571317461821808,3,,0.30139775892701115,4.01,healthcare,4,0
171,manual,prospect,0.2741513239607699,2,,0.29150153692373215,3.28,other,7,0
172,organic,lead,2.0758481621524556,2,,0.23618518105343114,3.78,retail,2,0
173,referral,prospect,3.6903021741469035,3,,0.3098180569527497,3.41,retail,4,0
174,meta_ads,lead,3.4051395613916924,0,,0.21123908717959244,4.22,retail,3,0
175,manual,churned,1.420019300136812,1,,0.33897740333383863,3.36,education,1,0
176,meta_ads,customer,0.5665273347157338,2,5.133192567214193,0.09213801746630822,2.1,education,3,1
177,manual,prospect,0.4165708012669001,2,,0.13296735647492133,2.68,finance,4,0
178,referral,customer,4.346551358926028,2,11.894722687558444,0.07185684074637412,4.76,retail,1,1
179,organic,prospect,1.7744459787556734,2,,0.3029756556287592,4.52,finance,1,0
180,manual,prospect,3.486503377622462,1,,0.2536651965733706,2.85,retail,5,0
181,referral,prospect,1.4565916664303762,1,,0.34874978894266,5.0,retail,10,0
182,organic,customer,5.409511208808631,2,15.401526347430927,0.25617114588248413,3.2,healthcare,3,1
183,meta_ads,churned,1.772344565063478,0,,0.14322700608736835,2.97,education,3,0
184,meta_ads,lead,0.7097119801597861,2,,0.42338142955176616,3.9,retail,2,0
185,organic,customer,1.3193043951075851,0,0.8403564207332337,0.14476908879022118,2.9,healthcare,3,1
186,meta_ads,lead,0.29087039905574946,3,,0.450914348821,2.61,finance,8,0
187,organic,prospect,0.5741543771272133,1,,0.5191348577625704,1.08,finance,2,0
188,manual,lead,4.601839874017654,0,,0.39086529782203766,4.02,retail,1,0
189,referral,customer,1.0852977045945922,1,39.79076178841682,0.5437183231209585,3.97,retail,3,1
190,meta_ads,customer,0.8600475535058212,0,1.639868637214363,0.2080171647947624,3.05,tech,3,1
191,referral,lead,0.2438130126825958,2,,0.18412354476437526,2.23,tech,9,0
192,meta_ads,customer,3.79391161646937,2,10.526073343140585,0.25265851200104045,2.77,healthcare,2,1
193,organic,customer,0.10670994701689866,1,2.9924309074837026,0.27855361921888466,3.82,education,7,1
194,organic,lead,4.089360360204873,1,,0.23087817658681428,2.76,retail,3,0
195,meta_ads,prospect,1.3775634780977841,0,,0.3676467924858061,1.67,healthcare,5,0
196,manual,prospect,1.7235736818792897,2,,0.43710900780333933,3.62,finance,5,0
197,organic,prospect,0.7618230895914206,2,,0.22492567232877775,3.3,other,3,0
198,meta_ads,customer,0.1743080506673147,4,41.42085376451174,0.17308129048181864,3.93,healthcare,2,1
199,referral,lead,0.3540314889653688,0,,0.2251523241236118,3.69,tech,1,0
200,referral,prospect,3.9063517051371166,3,,0.22462597703967863,4.81,retail,3,0
201,manual,churned,3.523421990534848,1,,0.33552196724204514,3.11,healthcare,2,0
202,meta_ads,prospect,2.7632213889676454,2,,0.11639744736970996,3.48,other,1,0
203,organic,lead,2.2551198890215107,1,,0.16912953482237678,4.88,finance,3,0
204,meta_ads,customer,0.7285811003779642,0,0.3375261921056072,0.36313258981410407,3.68,education,5,1
205,meta_ads,lead,3.1065626868274028,1,,0.24742466684009712,1.8,retail,6,0
206,referral,lead,1.5821737979715287,2,,0.02699579636014965,3.92,other,2,0
207,referral,lead,4.833079569227942,2,,0.4611801911229351,3.84,retail,3,0
208,manual,lead,0.20303464305301905,1,,0.12719305508576628,1.88,finance,2,0
209,manual,customer,2.7188624456540524,0,23.319623621911788,0.2488581173559915,4.23,retail,1,1
210,organic,customer,1.7484118784391343,3,17.800691543267394,0.1544066733687986,4.14,other,7,1
211,referral,prospect,1.6962006741298403,1,,0.3569250882591799,3.36,education,3,0
212,manual,prospect,1.995584919381853,2,,0.4369362300726812,2.66,other,4,0
213,referral,lead,6.012820262463886,3,,0.263876045647197,3.28,healthcare,1,0
214,meta_ads,lead,1.887221450279832,1,,0.04018927698657087,2.75,retail,3,0
215,organic,customer,1.4376182019761252,2,0.9112101011657558,0.12664198352025807,3.48,education,4,1
216,manual,lead,9.87203148395622,0,,0.60418550761169,1.64,retail,8,0
217,referral,lead,2.503755232338851,1,,0.1829529702133428,5.0,healthcare,1,0
218,referral,customer,0.9684935922987209,1,1.289988236641173,0.4149878352274371,3.58,finance,2,1
219,referral,customer,5.685188611055682,2,9.005669785734462,0.23043701780743356,3.56,other,1,1
220,referral,prospect,0.02355134522896405,1,,0.1970381090417959,3.59,education,3,0
221,organic,lead,0.8406520323821158,4,,0.07358583210337366,4.89,other,6,0
222,manual,prospect,3.897701664515891,2,,0.14430770670213178,1.84,healthcare,4,0
223,manual,prospect,0.9385770084815598,0,,0.12598603371079212,4.81,retail,2,0
224,manual,customer,0.14882625955254905,1,11.304765231587016,0.6289045661822489,2.91,tech,2,1
225,referral,lead,2.3312628770386494,0,,0.19553686038192447,3.06,other,1,0
226,organic,lead,0.982002725260163,0,,0.2702231958628253,5.0,education,7,0
227,referral,prospect,0.24691084699573063,3,,0.1457528680367837,3.68,education,3,0
228,referral,prospect,2.8701442766129914,2,,0.1868439114786559,2.63,other,3,0
229,referral,lead,0.8532049910342017,1,,0.6717206726897923,4.6,retail,3,0
230,referral,lead,0.4495700651715701,1,,0.7315725514860003,3.74,healthcare,8,0
231,meta_ads,customer,2.56129906704759,2,15.63078291428235,0.33965090833197376,3.88,finance,2,1
232,meta_ads,customer,3.983557750530425,1,3.3656921906007593,0.31796739193807555,4.87,other,3,1
233,organic,lead,1.7220859223471001,4,,0.33880227017126524,3.31,other,6,0
234,manual,lead,4.471539678574234,0,,0.3723305534478681,1.0,education,8,0
235,referral,churned,0.038602338731171686,3,,0.26936862004967255,2.61,healthcare,10,0
236,referral,lead,0.017805595344570473,3,,0.1266709462680341,4.02,healthcare,1,0
237,referral,lead,2.800201847208508,4,,0.3517350743128242,2.82,education,2,0
238,organic,lead,0.23531180975614502,2,,0.4732850244472681,3.71,tech,3,0
239,referral,prospect,3.1647697803952357,1,,0.3080163474271066,4.37,healthcare,8,0
240,manual,lead,1.0387329683550672,2,,0.16820153971365323,3.52,tech,2,0
241,referral,prospect,2.0872112369509677,0,,0.18916653686768803,2.85,retail,4,0
242,referral,lead,0.5539635317830209,4,,0.37203461286412204,4.39,tech,2,0
243,referral,churned,0.28734438981459237,1,,0.09758459781605673,3.17,retail,6,0
244,meta_ads,customer,0.007654474392792114,1,3.801923951197497,0.44684803296561476,2.68,retail,2,1
245,manual,lead,3.1111543154627013,3,,0.13224737089529168,4.02,other,4,0
246,meta_ads,lead,6.765585882081083,3,,0.11793718595935127,4.7,education,2,0
247,referral,lead,6.283821025088229,1,,0.08886206292080583,4.74,healthcare,6,0
248,meta_ads,prospect,0.47649928870812497,3,,0.3855433086965415,4.32,retail,4,0
249,organic,customer,2.683387507570942,1,5.027432205813675,0.10856566389587699,2.96,retail,1,1
250,manual,churned,1.4507701759768121,2,,0.25908831203733673,2.51,finance,2,0
251,manual,lead,1.5140392750266451,1,,0.3497807624177617,4.55,education,5,0
252,meta_ads,prospect,1.4733458524055132,1,,0.12495872329747343,4.09,other,1,0
253,meta_ads,churned,0.035416465412930004,2,,0.1952811034168694,3.66,healthcare,6,0
254,organic,lead,0.047755566831033,4,,0.28044079957276746,1.86,tech,2,0
255,organic,lead,0.11916978012496816,6,,0.12891440825498135,4.78,education,3,0
256,meta_ads,lead,0.3179040313356503,2,,0.44397613330208624,2.24,retail,2,0
257,manual,prospect,1.2697122742597884,2,,0.06935428998768027,1.89,retail,3,0
258,referral,lead,2.2764970525465125,0,,0.30892736170675655,4.87,finance,2,0
259,referral,customer,0.08978541780031406,0,5.8976356742227605,0.2955901152506459,3.55,retail,1,1
260,meta_ads,prospect,1.1489366859856192,1,,0.2740968210693511,3.52,finance,1,0
261,organic,prospect,1.2959656642766406,1,,0.3524777611428312,3.49,education,1,0
262,organic,prospect,0.01815912770180857,2,,0.5811945036864425,2.42,finance,4,0
263,organic,lead,0.20052324607333796,1,,0.5954379734962468,4.24,healthcare,10,0
264,referral,prospect,0.09190212436336548,2,,0.46150208888589583,4.51,education,1,0
265,referral,prospect,1.660565681903547,2,,0.36797659433535934,3.09,retail,10,0
266,referral,prospect,1.7427412983477275,2,,0.4769413920841642,2.17,finance,9,0
267,manual,prospect,4.461612458394614,2,,0.08072398199878913,4.39,education,1,0
268,meta_ads,customer,0.14763387400605255,0,28.26572293283546,0.1290022479915906,3.13,other,2,1
269,referral,prospect,2.3658455543326977,2,,0.198215796483593,4.19,tech,1,0
270,meta_ads,lead,7.229635072557551,1,,0.010250386992390887,2.35,other,6,0
271,meta_ads,churned,1.0985411587744511,1,,0.33564947763074454,4.96,other,4,0
272,referral,prospect,0.16340911090966223,2,,0.04549801380789023,3.61,healthcare,1,0
273,manual,prospect,1.8403659903244876,1,,0.1890064059187979,4.11,retail,6,0
274,referral,lead,2.3894274834967595,3,,0.2743473389866996,4.18,education,1,0
275,manual,prospect,0.847284488332029,3,,0.20037644373250124,2.41,retail,5,0
276,meta_ads,prospect,2.651858563944405,1,,0.2112360269011188,3.95,retail,4,0
277,referral,lead,3.3979392020186507,2,,0.5267666218862919,3.74,tech,2,0
278,organic,lead,0.28247062022898545,1,,0.39737213198896054,3.11,other,5,0
279,manual,lead,0.5766122643864525,4,,0.19847021928121775,2.47,retail,3,0
280,meta_ads,prospect,0.813081269565668,2,,0.11307974002231604,1.79,finance,2,0
281,referral,lead,0.11649940764779618,3,,0.0864481433728293,3.21,retail,1,0
282,meta_ads,prospect,1.1313343680919619,1,,0.2041190993783222,2.58,education,4,0
283,manual,prospect,1.0988856460398193,1,,0.1934013000760497,4.45,healthcare,10,0
284,referral,prospect,1.8508506538853347,0,,0.09963246503558797,3.69,retail,3,0
285,manual,customer,1.9544649426011678,1,0.15226013884891113,0.3403241826897958,4.16,healthcare,7,1
286,referral,prospect,5.864903921885126,0,,0.0798333766289793,3.78,finance,4,0
287,manual,customer,2.2795679726983553,1,8.744917510906712,0.3943123177223955,3.11,retail,4,1
288,meta_ads,lead,7.545126951371329,0,,0.42776539780703615,3.36,other,8,0
289,organic,customer,1.1383965114424754,1,12.853557519560594,0.27349370783515065,4.31,finance,1,1
290,meta_ads,prospect,0.4444637751787968,2,,0.17427239031297462,2.63,tech,1,0
291,organic,churned,1.228452110684271,3,,0.2939080116044678,3.98,tech,5,0
292,manual,churned,2.6781910647468012,1,,0.09491405181535507,4.27,other,1,0
293,organic,prospect,0.9191529071062944,3,,0.06871526011168509,5.0,other,9,0
294,referral,prospect,0.13229316618459816,2,,0.15406061896409162,1.58,finance,3,0
295,manual,customer,5.2376249022491566,0,14.457927117388012,0.6459463756327319,4.04,retail,7,1
296,organic,prospect,3.365369125322815,1,,0.19517346663422144,2.67,healthcare,3,0
297,manual,lead,0.8828664758345155,3,,0.20213314743821845,4.56,education,3,0
298,organic,customer,0.4310033200163549,5,9.430114594270497,0.049902010095686594,4.03,finance,1,1
299,manual,lead,0.25010924469232565,0,,0.15987138726013125,3.22,education,2,0
300,referral,customer,0.22263530282193345,0,7.323550010191644,0.4999163989781202,2.94,finance,10,1
301,referral,customer,1.9157910963019935,2,7.7849812701981635,0.32285308163370297,4.52,education,3,1
302,manual,customer,1.520729257014458,0,9.304857291327357,0.31507262106358996,3.09,retail,1,1
303,manual,lead,0.9946982593233696,1,,0.009083207941940705,3.45,education,3,0
304,manual,prospect,1.9800169421281837,1,,0.13980144846083425,5.0,finance,6,0
305,organic,churned,3.7071782729358422,1,,0.13957150622671047,3.41,healthcare,1,0
306,manual,lead,0.9814777400702991,2,,0.45120740332743886,4.44,retail,10,0
307,meta_ads,lead,0.13776731471825468,1,,0.5042377215559561,1.62,retail,1,0
308,manual,lead,0.8631681178007634,1,,0.21320431481356367,3.22,other,4,0
309,organic,prospect,0.016797707424233577,0,,0.11490367851725214,3.77,tech,1,0
310,organic,prospect,2.9092753118199584,4,,0.37744445875782523,5.0,education,1,0
311,referral,customer,0.43376438892167374,5,21.993782101996537,0.41950089853713385,2.51,retail,1,1
312,meta_ads,prospect,0.7532504339505985,1,,0.4039133199227662,4.4,retail,1,0
313,meta_ads,customer,2.382482689707693,2,15.90819567208323,0.5426745495087822,2.08,retail,1,1
314,organic,lead,0.42373123658539136,1,,0.34399043222992176,2.27,finance,5,0
315,referral,prospect,2.86133974825304,0,,0.3603242645385174,3.85,retail,1,0
316,meta_ads,customer,2.1983092192290163,3,23.122405138111795,0.2842255949831302,4.26,other,6,1
317,manual,churned,12.088294372086468,1,,0.2488800453202235,2.9,other,2,0
318,manual,customer,2.124610895899333,1,14.454219963349102,0.3966647319891267,4.57,tech,3,1
319,meta_ads,lead,3.9965822338664396,4,,0.7176272429969867,2.95,other,8,0
320,referral,churned,5.294084811731123,1,,0.2759627093661234,5.0,other,4,0
321,meta_ads,prospect,0.9340086422926958,1,,0.12732005345088054,4.58,tech,1,0
322,meta_ads,prospect,0.33969512794191453,2,,0.10937105973986727,4.02,other,4,0
323,referral,churned,3.642232074700217,3,,0.4370412138744599,2.35,tech,8,0
324,referral,customer,1.7502534522228945,1,0.5338954469916886,0.29510194685681723,2.37,finance,6,1
325,referral,lead,4.344753549321048,0,,0.27476823517582805,2.87,healthcare,1,0
326,organic,prospect,4.553169418958063,4,,0.20317020518670395,3.29,education,1,0
327,organic,lead,0.47345352761002546,1,,0.31909449915016774,3.04,tech,2,0
328,manual,prospect,0.7115888739842574,1,,0.26401838088590207,4.1,healthcare,1,0
329,manual,churned,0.8390625889351182,1,,0.3910227084463898,3.35,healthcare,5,0
